action,action_reason,classification_confidence,classification_status,dispute_id,elapsed_s,expected_outcome,failure_kind,final_score,friendly_fraud_suspect,outcome,predicted_category,suspicion_score,true_category,vague_description,verdict
escalate_to_analyst,evidence_inconclusive_human_review,0.753,auto_classified,D-000022,0.024,favor_cardholder,deferred,0.225,False,escalate,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-000028,0.026,favor_merchant,deferred,-0.18,False,inconclusive,CR-04,0.0,CR-04,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-000033,0.025,favor_merchant,deferred,-0.11,False,inconclusive,BA-03,0.0,BA-03,,deferred
escalate_to_analyst,integrity_signals_detected,0.753,auto_classified,D-000035,0.024,favor_merchant,deferred,-0.5,False,escalate,CR-02,0.7,CR-02,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000040,0.043,favor_cardholder,deferred,0.026,False,escalate,QD-04,0.0,QD-04,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000043,0.04,favor_cardholder,deferred,0.424,False,inconclusive,QD-06,0.0,QD-06,,deferred
request_more_evidence,insufficient_evidence,0.894,auto_classified,D-000047,0.023,favor_cardholder,deferred,0.012,False,inconclusive,CR-05,0.0,CR-05,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000049,0.045,favor_cardholder,deferred,0.524,False,inconclusive,QD-02,0.0,QD-02,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000050,0.027,favor_cardholder,deferred,-0.08,False,escalate,BA-08,0.0,BA-08,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-000051,0.023,favor_cardholder,deferred,0.135,False,inconclusive,AR-02,0.0,AR-02,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-000059,0.024,favor_merchant,deferred,-0.18,False,inconclusive,CR-04,0.0,CR-04,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000060,0.024,favor_cardholder,deferred,0.38,False,inconclusive,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.93,auto_classified,D-000063,0.022,favor_merchant,deferred,0.19,False,inconclusive,CR-01,0.0,CR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000064,0.044,favor_merchant,deferred,0.003,False,escalate,QD-05,0.5,QD-05,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000066,0.025,favor_cardholder,deferred,0.135,False,inconclusive,,0.0,AR-02,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000071,0.022,favor_cardholder,deferred,0.62,False,escalate,CR-02,0.7,CR-02,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-000073,0.021,favor_cardholder,deferred,-0.053,False,inconclusive,AR-01,0.0,AR-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000076,0.04,favor_cardholder,deferred,0.424,False,escalate,QD-01,0.7,QD-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.814,auto_classified,D-000078,0.019,favor_merchant,deferred,-0.23,False,escalate,BA-05,0.0,BA-05,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-000080,0.02,favor_cardholder,deferred,0.071,False,inconclusive,CR-04,0.0,CR-04,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000082,0.02,favor_cardholder,deferred,0.365,False,inconclusive,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000084,0.021,favor_cardholder,deferred,0.132,False,inconclusive,CR-04,0.0,CR-04,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000086,0.039,favor_merchant,deferred,-0.054,False,escalate,QD-01,0.0,QD-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000087,0.04,favor_merchant,deferred,-0.046,False,escalate,QD-01,0.6,QD-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000089,0.023,favor_cardholder,deferred,0.387,False,escalate,NR-05,0.6,NR-05,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000090,0.022,favor_cardholder,deferred,-0.11,False,inconclusive,SP-02,0.0,SP-02,,deferred
escalate_to_analyst,integrity_signals_detected,0.939,auto_classified,D-000092,0.02,favor_cardholder,deferred,0.135,False,escalate,AR-02,0.6,AR-02,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000094,0.043,favor_cardholder,deferred,0.57,False,inconclusive,QD-06,0.0,QD-06,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000095,0.044,favor_merchant,deferred,0.024,False,escalate,QD-05,0.0,QD-05,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-000097,0.023,favor_merchant,deferred,-0.085,False,inconclusive,SP-05,0.0,SP-05,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-000100,0.022,favor_cardholder,deferred,-0.053,False,inconclusive,AR-01,0.0,AR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000101,0.026,favor_cardholder,deferred,-0.08,False,escalate,BA-08,0.0,BA-08,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000102,0.039,favor_cardholder,deferred,0.168,False,inconclusive,QD-05,0.0,QD-05,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000104,0.056,favor_cardholder,deferred,0.046,False,escalate,QD-03,0.0,QD-03,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000106,0.02,favor_merchant,deferred,0.135,False,inconclusive,,0.0,AR-02,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.753,auto_classified,D-000109,0.019,favor_merchant,deferred,-0.213,False,escalate,NR-01,0.0,NR-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000114,0.019,favor_cardholder,deferred,0.365,False,escalate,NR-01,0.6,NR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000115,0.038,favor_cardholder,deferred,0.038,False,escalate,QD-03,0.0,QD-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.92,auto_classified,D-000118,0.019,favor_cardholder,deferred,0.182,False,escalate,CR-01,0.0,CR-01,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000120,0.02,favor_cardholder,deferred,-0.03,False,inconclusive,,0.0,BA-07,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000123,0.021,favor_cardholder,deferred,0.075,False,inconclusive,SP-04,0.0,SP-04,,deferred
request_more_evidence,insufficient_evidence,0.93,auto_classified,D-000125,0.047,favor_cardholder,deferred,0.602,False,inconclusive,QD-02,0.0,QD-02,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-000131,0.02,favor_cardholder,deferred,-0.03,False,inconclusive,AR-01,0.0,AR-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.05,unclassified,D-000132,0.022,favor_cardholder,deferred,0.135,False,escalate,,0.6,BA-04,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000133,0.025,favor_cardholder,deferred,0.135,False,inconclusive,,0.0,AR-03,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000134,0.023,favor_cardholder,deferred,0.135,False,inconclusive,,0.0,CR-01,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-000135,0.024,favor_cardholder,deferred,-0.053,False,inconclusive,AR-01,0.0,AR-01,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000140,0.023,favor_cardholder,deferred,0.365,False,inconclusive,NR-01,0.0,NR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.92,auto_classified,D-000141,0.022,favor_cardholder,deferred,0.182,False,escalate,CR-01,0.0,CR-01,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-000142,0.024,favor_cardholder,deferred,0.135,False,inconclusive,AR-02,0.0,AR-02,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000146,0.04,favor_merchant,deferred,-0.054,False,escalate,QD-01,0.0,QD-01,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000151,0.022,favor_cardholder,deferred,-0.03,False,inconclusive,,0.0,BA-02,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000154,0.023,favor_cardholder,deferred,0.387,False,inconclusive,NR-03,0.0,NR-03,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000155,0.023,favor_cardholder,deferred,0.387,False,escalate,NR-05,0.6,NR-05,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000158,0.04,favor_merchant,deferred,0.019,False,escalate,QD-04,0.0,QD-04,,deferred
escalate_to_analyst,integrity_signals_detected,0.05,unclassified,D-000159,0.022,favor_cardholder,deferred,0.72,False,escalate,,0.7,BA-01,,deferred
request_more_evidence,insufficient_evidence,0.92,auto_classified,D-000163,0.022,favor_merchant,deferred,0.19,False,inconclusive,CR-01,0.0,CR-01,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000165,0.022,favor_merchant,deferred,-0.198,False,inconclusive,CR-04,0.0,CR-04,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000166,0.019,favor_merchant,deferred,0.135,False,inconclusive,,0.0,CR-05,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000169,0.022,favor_merchant,deferred,-0.1,False,escalate,QD-03,0.0,QD-03,,deferred
request_more_evidence,insufficient_evidence,0.92,auto_classified,D-000170,0.021,favor_cardholder,deferred,0.135,False,inconclusive,AR-03,0.0,AR-03,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000173,0.022,favor_cardholder,deferred,0.62,False,escalate,CR-02,0.65,CR-02,,deferred
request_more_evidence,insufficient_evidence,0.786,auto_classified,D-000175,0.029,favor_cardholder,deferred,0.19,False,inconclusive,CR-06,0.0,CR-06,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.93,auto_classified,D-000178,0.044,favor_cardholder,deferred,0.038,False,escalate,QD-03,0.0,QD-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000179,0.024,favor_cardholder,deferred,0.225,False,escalate,NR-01,0.0,NR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.93,auto_classified,D-000182,0.046,favor_cardholder,deferred,0.038,False,escalate,QD-03,0.0,QD-03,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000183,0.023,favor_cardholder,deferred,0.415,False,escalate,NR-01,0.7,NR-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.786,auto_classified,D-000185,0.021,favor_cardholder,deferred,0.6,False,escalate,BA-06,0.6,BA-06,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000189,0.024,favor_merchant,deferred,-0.11,False,inconclusive,SP-02,0.0,SP-02,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000191,0.042,favor_merchant,deferred,-0.054,False,escalate,QD-01,0.0,QD-01,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000192,0.024,favor_merchant,deferred,0.158,False,inconclusive,,0.0,NR-03,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-000193,0.026,favor_cardholder,deferred,-0.095,False,inconclusive,SP-01,0.0,SP-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.947,auto_classified,D-000194,0.024,favor_cardholder,deferred,0.102,False,escalate,SP-06,0.0,SP-06,,deferred
request_more_evidence,insufficient_evidence,0.894,auto_classified,D-000197,0.028,favor_cardholder,deferred,-0.003,False,inconclusive,CR-05,0.0,CR-05,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000209,0.023,favor_cardholder,deferred,0.158,False,inconclusive,,0.0,QD-02,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000210,0.022,favor_merchant,deferred,-0.053,False,inconclusive,,0.0,QD-03,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-000211,0.023,favor_merchant,deferred,-0.195,False,inconclusive,CR-04,0.0,CR-04,,deferred
escalate_to_analyst,integrity_signals_detected,0.05,unclassified,D-000212,0.022,favor_cardholder,deferred,-0.03,False,escalate,,0.6,BA-02,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-000213,0.022,favor_cardholder,deferred,0.135,False,inconclusive,AR-02,0.0,AR-02,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-000214,0.024,favor_cardholder,deferred,0.071,False,inconclusive,CR-04,0.0,CR-04,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000216,0.041,favor_merchant,deferred,-0.046,False,escalate,QD-01,0.6,QD-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.716,auto_classified,D-000217,0.024,favor_cardholder,deferred,0.188,False,escalate,SP-07,0.0,SP-07,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-000227,0.023,favor_cardholder,deferred,-0.11,False,inconclusive,SP-02,0.0,SP-02,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000230,0.022,favor_cardholder,deferred,-0.005,False,escalate,SP-03,0.0,SP-03,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-000234,0.019,favor_cardholder,deferred,0.135,False,inconclusive,AR-02,0.0,AR-02,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.93,auto_classified,D-000239,0.019,favor_cardholder,deferred,0.198,False,escalate,CR-01,0.0,CR-01,,deferred
request_more_evidence,insufficient_evidence,0.814,auto_classified,D-000240,0.022,favor_merchant,deferred,-0.04,False,inconclusive,SP-04,0.0,SP-04,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000241,0.023,favor_cardholder,deferred,-0.005,False,escalate,SP-03,0.0,SP-03,,deferred
request_more_evidence,insufficient_evidence,0.92,auto_classified,D-000249,0.024,favor_merchant,deferred,0.205,False,inconclusive,CR-01,0.0,CR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000251,0.022,favor_cardholder,deferred,-0.005,False,escalate,SP-03,0.0,SP-03,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000255,0.022,favor_cardholder,deferred,0.117,False,escalate,CR-04,0.6,CR-04,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.93,auto_classified,D-000256,0.034,favor_merchant,deferred,-0.043,False,escalate,QD-06,0.0,QD-06,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.753,auto_classified,D-000257,0.023,favor_cardholder,deferred,0.24,False,escalate,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.954,auto_classified,D-000264,0.027,favor_merchant,deferred,-0.245,False,inconclusive,BA-01,0.0,BA-01,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000265,0.025,favor_merchant,deferred,-0.03,False,inconclusive,,0.0,AR-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.753,auto_classified,D-000266,0.021,favor_cardholder,deferred,0.24,False,escalate,NR-01,0.6,NR-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.947,auto_classified,D-000267,0.022,favor_cardholder,deferred,-0.095,False,escalate,SP-01,0.6,SP-01,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-000271,0.022,favor_cardholder,deferred,0.402,False,inconclusive,NR-03,0.0,NR-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.786,auto_classified,D-000275,0.023,favor_merchant,deferred,0.15,False,escalate,SP-07,0.0,SP-07,,deferred
request_more_evidence,insufficient_evidence,0.93,auto_classified,D-000276,0.044,favor_cardholder,deferred,0.449,False,inconclusive,QD-02,0.0,QD-02,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000279,0.022,favor_cardholder,deferred,0.117,False,escalate,CR-04,0.7,CR-04,,deferred
escalate_to_analyst,integrity_signals_detected,0.947,auto_classified,D-000281,0.026,favor_cardholder,deferred,0.58,False,escalate,NR-04,0.6,NR-04,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000282,0.023,favor_merchant,deferred,-0.053,False,inconclusive,,0.0,BA-01,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000283,0.022,favor_cardholder,deferred,-0.053,False,inconclusive,,0.0,BA-06,,deferred
request_more_evidence,insufficient_evidence,0.907,auto_classified,D-000286,0.021,favor_cardholder,deferred,0.402,False,inconclusive,NR-05,0.0,NR-05,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000287,0.021,favor_cardholder,deferred,0.135,False,inconclusive,,0.0,NR-04,,deferred
request_more_evidence,insufficient_evidence,0.786,auto_classified,D-000292,0.021,favor_cardholder,deferred,0.19,False,inconclusive,CR-06,0.0,CR-06,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000293,0.021,favor_cardholder,deferred,0.117,False,escalate,CR-04,0.65,CR-04,,deferred
request_more_evidence,insufficient_evidence,0.92,auto_classified,D-000295,0.021,favor_merchant,deferred,0.07,False,inconclusive,CR-01,0.0,CR-01,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-000296,0.02,favor_merchant,deferred,-0.11,False,inconclusive,BA-03,0.0,BA-03,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000299,0.02,favor_cardholder,deferred,-0.11,False,inconclusive,SP-02,0.0,SP-02,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000302,0.021,favor_cardholder,deferred,0.158,False,inconclusive,,0.0,AR-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.907,auto_classified,D-000303,0.018,favor_cardholder,deferred,-0.065,False,escalate,BA-08,0.0,BA-08,,deferred
request_more_evidence,insufficient_evidence,0.907,auto_classified,D-000311,0.02,favor_cardholder,deferred,0.387,False,inconclusive,NR-05,0.0,NR-05,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-000312,0.019,favor_cardholder,deferred,0.365,False,inconclusive,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-000314,0.02,favor_cardholder,deferred,-0.03,False,inconclusive,AR-01,0.0,AR-01,,deferred
request_more_evidence,insufficient_evidence,0.93,auto_classified,D-000317,0.041,favor_merchant,deferred,-0.081,False,inconclusive,QD-02,0.0,QD-02,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-000318,0.024,favor_merchant,deferred,0.365,False,inconclusive,NR-03,0.0,NR-03,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000320,0.022,favor_cardholder,deferred,0.132,False,inconclusive,CR-04,0.0,CR-04,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-000321,0.026,favor_cardholder,deferred,-0.053,False,inconclusive,AR-01,0.0,AR-01,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000326,0.021,favor_cardholder,deferred,0.135,False,inconclusive,,0.0,CR-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.753,auto_classified,D-000330,0.02,favor_cardholder,deferred,0.24,False,escalate,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.93,auto_classified,D-000331,0.04,favor_cardholder,deferred,0.602,False,inconclusive,QD-02,0.0,QD-02,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000335,0.043,favor_merchant,deferred,0.031,False,escalate,QD-05,0.0,QD-05,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.786,auto_classified,D-000336,0.025,favor_cardholder,deferred,0.188,False,escalate,SP-07,0.0,SP-07,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.753,auto_classified,D-000338,0.021,favor_cardholder,deferred,0.225,False,escalate,NR-01,0.0,NR-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000347,0.041,favor_merchant,deferred,-0.046,False,escalate,QD-01,0.6,QD-01,,deferred
request_more_evidence,insufficient_evidence,0.814,auto_classified,D-000350,0.019,favor_cardholder,deferred,0.06,False,inconclusive,SP-04,0.0,SP-04,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000351,0.035,favor_cardholder,deferred,0.038,False,escalate,QD-03,0.0,QD-03,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000353,0.019,favor_merchant,deferred,-0.053,False,inconclusive,,0.0,BA-03,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-000354,0.021,favor_merchant,deferred,0.045,False,inconclusive,AR-01,0.0,AR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-000355,0.018,favor_cardholder,deferred,-0.005,False,escalate,SP-03,0.0,SP-03,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000359,0.022,favor_cardholder,deferred,-0.03,False,inconclusive,,0.0,QD-03,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000360,0.023,favor_merchant,deferred,-0.053,False,inconclusive,,0.0,BA-08,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.93,auto_classified,D-000365,0.023,favor_merchant,deferred,-0.108,False,escalate,QD-03,0.0,QD-03,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000366,0.042,favor_cardholder,deferred,0.567,False,escalate,QD-01,0.6,QD-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-000371,0.038,favor_merchant,deferred,-0.054,False,escalate,QD-01,0.8,QD-01,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-000375,0.023,favor_merchant,deferred,-0.114,False,inconclusive,SP-01,0.0,SP-01,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-000376,0.021,favor_cardholder,deferred,-0.1,False,inconclusive,SP-05,0.0,SP-05,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-000384,0.03,favor_cardholder,deferred,0.135,False,inconclusive,,0.0,AR-02,,deferred
